id,county,pool_name,address,city,zip,inspection_date,findings
16196,Fulton,Residence Inn Buckhead (Main Pool),2960 PIEDMONT RD. N.E.,ATLANTA,30305,5/20/2015,Pool closed: NO
16197,Fulton,Capital City Outdoor Wading,53 WEST BOOKHAVEN DR.,ATLANTA,30319,5/21/2015,Pool closed: NO / Remarks: pool surface determined to be too dark. Pool is scheduled to be demolished in September 2015
16198,Fulton,Capital City (Outdoor Pool),53 WEST BROOKHAVEN DR.,ATLANTA,30319,5/21/2015,Pool closed: NO / Remarks: Pool to be demolished in September 2014
16199,Fulton,Villa at Buckhead Heights (Outdoor Pool),3435 KINGSBORO N.E.,ATLANTA,30326,5/20/2015,Pool closed: NO
16200,Fulton,Creme de la Creme (Outdoor Pool),8730 NESBIT FERRY RD.,ALPHARETTA,30022,5/21/2015,Pool closed: NO
16201,Fulton,Oakmont (Outdoor Pool),100 OAKMONT CIR.,DULUTH,30097,5/21/2015,Pool closed: NO
16202,Fulton,Park Terrace Apts. (Outdoor Pool),300 CARPENTER DR.,ATLANTA,30328,5/22/2015,Pool closed: NO
16203,Fulton,Westminster at Buckhead,2900 PHARR COURT SOUTH NW,ATLANTA,30305,5/20/2015,Pool closed: YES / Remarks: emergency phone in disrepair - no dial tone
16204,Fulton,Ashley College Town II,921 SELLS AVE.,ATLANTA,30310,5/19/2015,Pool closed: NO
16205,Fulton,Hampton Way Condos (Outdoor Pool),1090 HAMPTON WAY N.E.,ATLANTA,30324,5/20/2015,Pool closed: NO
16206,Fulton,Vinnings on The Chattahoochee Pool House,2142 JAMES JACKSON PKWY.,ATLANTA,30318,5/20/2015,Pool closed: NO
16207,Fulton,Autumn Ridge (Outdoor Pool),100 AUTUMN RIDGE TRL.,ROSWELL,30076,5/15/2015,Pool closed: NO
16208,Fulton,Berkshire Terminus,25 TERMINUS PL.,ATLANTA,30305,5/21/2015,Pool closed: NO
16209,Fulton,Centennial Place (Outdoor Pool),526 CENTENNIAL OLYMPIC PARK DR. DR.,ATLANTA,30313,5/20/2015,Pool closed: YES
16210,Fulton,Berkshire Howell Mill,1950 HOWELL MILL RD.,ATLANTA,30318,5/19/2015,Pool closed: NO
16211,Fulton,Residence Inn Swimming Pool,5465 WINDWARD PKWY.,ALPHARETTA,30004,5/22/2015,Pool closed: NO
16212,Fulton,The Point at Preston Ridge,950 EXECUTIVE DR.,ALPHARETTA,30005,5/22/2015,Pool closed: NO
16213,Fulton,Walton Lakes,4725 WALTON LAKES,ATLANTA,30331,5/22/2015,Pool closed: NO
16214,Fulton,Walton Lakes,4725 WALTON LAKES,ATLANTA,30331,5/22/2015,Pool closed: NO / Remarks: 1.5 maintaine chlorine at 3-5 parts per million ok to open once chlorine reaches 3.0 ppm must pay for pool permit
16215,Fulton,Carrington Park (Outdoor Pool),2700 PINE TREE RD.,ATLANTA,30324,5/22/2015,Pool closed: YES
16216,Fulton,Walden on Lenox (Outdoor Pool),2791 LENOX RD. N.E.,ATLANTA,30324,5/22/2015,Pool closed: NO
16217,Fulton,Cove Condo (Outdoor Pool),4266 ROSWELL RD. N.W.,ATLANTA,30342,5/22/2015,Pool closed: NO
16218,Fulton,Glenridge (Outdoor Pool),5273 GLENRIDGE DR. N.E.,ATLANTA,30342,5/22/2015,Pool closed: YES
16219,Fulton,Perimeter 5550 Apts.,5550 GLENRIDGE DR.,ATLANTA,30342,5/22/2015,Pool closed: NO
16220,Fulton,The Vanderbilt (Outdoor Pool),3071 LENOX RD.,ATLANTA,30324,5/20/2015,Pool closed: NO
16221,Fulton,The Gramercy at Buckhead (Multipurpose),3315 ROSWELL RD. N.E.,ATLANTA,30305,5/22/2015,Pool closed: NO
16222,Fulton,Plantation at Lenox (Outdoor Pool),46 PLANTATION DR.,ATLANTA,30324,5/22/2015,Pool closed: YES
16223,Fulton,Haverty Hollow (Outdoor Pool),1225 EAST BEECHWOOD DR.,ATLANTA,30327,5/20/2015,Pool closed: YES
16224,Fulton,Buckhead Grand,3338 PEACHTREE RD.,ATLANTA,30326,5/21/2015,Pool closed: YES
16225,Fulton,Hyatt Place (Outdoor Pool) (Buckhead),3242 PEACHTREE RD. N.E.,ATLANTA,30305,5/21/2015,Pool closed: NO
16226,Fulton,The Richmond Apts. (Outdoor Pool),2921 LENOX RD. N.E.,ATLANTA,30324,5/21/2015,Pool closed: YES
16227,Fulton,The Barclay Condo. (Outdoor Pool),3530 PIEDMONT RD. N.E.,ATLANTA,30305,5/21/2015,Pool closed: NO
16228,Fulton,Olde Ivy Square (Outdoor Pool),70 OLD IVY RD. N.E.,ATLANTA,30342,5/21/2015,Pool closed: NO
16229,Fulton,Centennial Place Phase IV (Outdoor Pool),196 HUNNICUT ST.,ATLANTA,30313,5/20/2015,Pool closed: YES
16230,Fulton,Brickstone Heights (Outdoor Pool),150 BRICKSTONE DR.,ATLANTA,30339,5/21/2015,Pool closed: YES
16231,Fulton,The Park at East Paces (Outdoor Pool),3635 E. PACES CIR.,ATLANTA,30326,5/26/2015,Pool closed: NO
16232,Fulton,Dogwood I (Outdoor Pool),95 PEYTON RD.,ATLANTA,30311,5/22/2015,Pool closed: NO
16233,Fulton,The Parks at Durham Lake (Wading),595 BUCKINGHAM TER,FAIRBURN,30213,5/22/2015,Pool closed: NO
16234,Fulton,The Parks at Durham Lake OD Pool,595 BUCKINGHAM LN.,FAIRBURN,30213,5/22/2015,Pool closed: NO
16235,Fulton,Wieuca North (Outdoor Pool),"4545 WIEUCA RD. N.E., STE. 19",ATLANTA,30342,5/21/2015,Pool closed: NO
16236,Fulton,Grant Park Pool (Zero Depth),625 PARK AVE. S.E.,ATLANTA,30312,5/22/2015,Pool closed: NO
16237,Fulton,Wieuca at Roswell (Outdoor Pool),4620 WIEUCA RD. N.W.,ATLANTA,30342,5/21/2015,Pool closed: NO
16238,Fulton,Stonewall Manor Rec Center (Wade Pool),4363 BELLWOOD CIR.,COLLEGE PARK,30349,5/16/2015,Pool closed: NO
16239,Fulton,Highland Lakes (Main Pool),5125 HIGHLAND LAKE DR.,COLLEGE PARK,30349,5/18/2015,Pool closed: NO
16240,Fulton,Hilton Garden Inn (Outdoor Pool),3437 BOBBY BROWN PKWY.,ATLANTA,30344,5/21/2015,Pool closed: NO
16241,Fulton,Fairfield Inn & Suites-OD Pool,1255 WALKER AVE.,EAST POINT,30344,5/21/2015,Pool closed: NO
16242,Fulton,Ramada Plaza Atlanta Downtown Swimming Pool,450 CAPITOL AVE.,ATLANTA,30312,5/21/2015,Pool closed: NO
16243,Fulton,Country Squire Apts.,4375 CASCADE RD.,ATLANTA,30331,5/21/2015,Pool closed: NO
16244,Fulton,Sandtown Center HOA (Wading Pool),1510 SANDBAY DR.,ATLANTA,30331,5/18/2015,Pool closed: NO
16245,Fulton,Sand Town Center HOA Inc. (Outdoor Pool),1510 SAND BAY DR.,ATLANTA,30331,5/26/2015,Pool closed: NO
16246,Fulton,Brittany Park Outdoor Swimming Pool,6354 CELTIC DR.,ATLANTA,30331,5/18/2015,Pool closed: NO
16247,Fulton,Courtyard Atlanta Airport West (Pool),3400 CREEK POINTE DR.,EAST POINT,30344,5/12/2015,Pool closed: NO
16248,Fulton,Autumn Meadows (Outdoor Pool),5058 JONESBORO RD.,UNION CITY,30291,5/18/2015,Pool closed: YES
16249,Fulton,Lexington Apartment (Outdoor Pool),3073 WASHINGTON RD.,EAST POINT,30344,5/19/2015,Pool closed: NO
16250,Fulton,Cascade Glen Apartment Homes (Outdoor Pool),3901 CAMPBELLTON SW,ATLANTA,30331,5/19/2015,"Pool closed: NO / Remarks: Swimmers must enter pool at shallow end, Keep gate locked at all times on the 6 feet end of pool."
16251,Fulton,Harbor Pointe Clubhouse Pool,500 HARBOR POINTE PKWY.,SANDY SPRINGS,30350,5/22/2015,Pool closed: NO
16252,Fulton,Stonetree Apts. (Outdoor Pool),2414 STONE RD.,EAST POINT,30344,5/19/2015,Pool closed: YES
16253,Fulton,Ashford at Springlake,6200 BAKERS FERRY RD.,ATLANTA,30331,5/20/2015,Pool closed: NO
16254,Fulton,Cook's Landing HOA,4207 BUTTERNUT,UNION CITY,30349,5/18/2015,Pool closed: NO
16255,Fulton,Super 8 Airport West (Spa),4979 OLD NATIONAL HWY.,COLLEGE PARK,30337,5/20/2015,Pool closed: NO
16256,Fulton,Super 8 Airport West (Outdoor Pool),4979 OLD NATIONAL HWY.,COLLEGE PARK,30337,5/20/2015,Pool closed: NO
16257,Fulton,The Landings at Oak Hill-Phase II,4300 FLAT SHOALS RD.,UNION CITY,30291,5/20/2015,"Pool closed: YES / Remarks: Pool will not open this pool season 2015, due to pool repairs."
16258,Fulton,Westchase Park Apts.,1104 WESTCHASE LN.,ATLANTA,30336,5/20/2015,Pool closed: NO
16259,Fulton,The Landings at Oak Hill-Phase I,4300 FLAT SHOALS RD.,UNION CITY,30291,5/20/2015,Pool closed: NO
16260,Fulton,Harbor Pointe (Outdoor Pool),500 HARBOR POINTE PKWY.,DUNWOODY,30350,5/22/2015,Pool closed: NO
16261,Fulton,The Celebration at Sandy Springs (Outdoor Pool),7000 ROSWELL RD. N.W.,ATLANTA,30328,5/22/2015,Pool closed: NO
16262,Fulton,Hampton Inn & Suites Atlanta Camp Creek Market Pl,3450 CREEK POINTE DR.,EAST POINT,30344,5/21/2015,Pool closed: NO
16263,Fulton,Magnolia Hall (Outdoor Pool),756 MIMOSA BLVD BLDG 3,ROSWELL,30075,5/21/2015,Pool closed: NO
16264,Fulton,Azalea Park (Pool #1),8805 DUNWOODY PL.,ATLANTA,30350,5/21/2015,Pool closed: NO
16265,Fulton,Azalea Park (Pool #2),8805 DUNWOODY PL.,ATLANTA,30350,5/21/2015,Pool closed: NO
16266,Fulton,Ashley Court at Cascade (Outdoor Pool),1371 KIMBERLY WAY,ATLANTA,30331,5/21/2015,Pool closed: NO
16267,Fulton,Azalea Park Pool #3,8805 DUNWOODY PL.,ATLANTA,30350,5/21/2015,Pool closed: NO
16268,Fulton,Dunwoody Crossing (Outdoor Pool),700 SUMMIT PLACE DR.,ATLANTA,30350,5/21/2015,Pool closed: NO
16269,Fulton,Morgans Landing (Outdoor Pool),7843 ROSWELL RD. N.E.,DUNWOODY,30350,5/22/2015,Pool closed: NO
16270,Fulton,2500 Peachtree Pool,2500 PEACHTREE RD. N.W.,ATLANTA,30305,5/26/2015,Pool closed: YES / Remarks: Inspection not conducted due to Engineer informing me that the vacuum cap has not been installed since initial inspection on 5/20/15. Keys was left in ignition and waited for the Engineer to assist as result of volunteering. Matter was called /reported into office with Shirley Griggs.
16271,Fulton,Eagles Creste Apts./Lakeshire Village,3271 EAGLES CRESTE LN.,EAST POINT,30344,5/23/2015,Pool closed: NO / Remarks: No not open pool. (call for a re-inspection)
16272,Fulton,Econo Lodge (Outdoor Pool),1360 VIRGINIA AVE.,ATLANTA,30344,5/20/2015,Pool closed: NO
16273,Fulton,Regency Park Apts. (Outdoor Pool),3200 DESERT CIR.,EAST POINT,30344,5/20/2015,Pool closed: NO
16274,Fulton,Stonetree Apts. (Outdoor Pool),2414 STONE RD.,EAST POINT,30344,5/20/2015,"Pool closed: NO / Remarks: 7 days Legal notice issued to CPO, to repair leaking water fountain pipe in pump room."
16275,Fulton,Belmont at Park Bridge (Outdoor Pool),150 ROCKBERRY LN.,ALPHARETTA,30005,5/26/2015,Pool closed: NO
16276,Fulton,Park Brooke (Outdoor Pool),4185 PARK BROOKE DR.,ALPHARETTA,30022,5/21/2015,Pool closed: NO
16277,Fulton,Park Brooke (Wading Pool),4185 PARK BROOKE DR.,ALPHARETTA,30022,5/21/2015,Pool closed: NO
16278,Fulton,Webb Bridge Crossing (Outdoor Pool),5000 WEBB BRIDGE CT.,ALPHARETTA,30004,5/21/2015,Pool closed: NO
16279,Fulton,Country Club of The South-Outdoor,4100 OLD ALABAMA RD.,ALPHARETTA,30022,5/21/2015,Pool closed: NO
16280,Fulton,Mayfair Renaissance,195 14TH ST.,ATLANTA,30309,5/26/2015,Pool closed: NO
16281,Fulton,Country Club of the South-wading,4100 OLD ALABAMA RD.,ALPHARETTA,30022,5/21/2015,Pool closed: NO
16282,Fulton,Chateau Villa (Outdoor Pool),4717 ROSWELL RD. N.E.,ATLANTA,30342,5/21/2015,Pool closed: YES
16283,Fulton,Chateau Villa (Outdoor Pool),4717 ROSWELL RD. N.E.,ATLANTA,30342,5/22/2015,Pool closed: NO
16284,Fulton,Champions Glen (Outdoor Pool),6425 OAKLEY RD.,UNION CITY,30291,5/21/2015,Pool closed: NO
16285,Fulton,Cascades Subdivision Pool,3515 BENJAMIN E. MAYS DR SW,ATLANTA,30331,5/22/2015,Pool closed: NO
16286,Fulton,Oakley Township OD Pool,7291 OAKLEY RD.,UNION CITY,30291,5/22/2015,Pool closed: NO
16287,Fulton,Lexington Park,4505 DAWES CIR.,FAIRBURN,30303,5/22/2015,Pool closed: NO
16288,Fulton,Ashford Oaks,6350 OAKLEY RD.,UNION CITY,30291,5/23/2015,Pool closed: NO
16289,Fulton,Greenbriar Commons (Outdoor Pool),3000 STONE HOGAN RD.,ATLANTA,30331,5/23/2015,Pool closed: NO
16290,Fulton,Greenbriar Commons (Outdoor Pool),3000 STONE HOGAN RD.,ATLANTA,30331,5/22/2015,Pool closed: YES / Remarks: Do Not open pool. I will re-inspection pool tomorrow.
16291,Fulton,Saddlebrook Apts. aka Robins Creste (Outdoor Pool),4171 WASHINGTON RD.,EAST POINT,30344,5/22/2015,Pool closed: NO
16292,Fulton,Preserve at Cascade Apt.,751 FAIRBURN RD.,ATLANTA,30331,5/22/2015,Pool closed: NO / Remarks: Keep gate on left side of pool (closest to bathhouse) Keep gate door secure with pad lock.
16293,Fulton,Spalding Bridge (Back Pool),47 SPALDING TRL N.E.,ATLANTA,30328,5/12/2015,Pool closed: NO
16294,Fulton,Spalding Bridge (Outdoor Pool),47 SPALDING TRL N.E.,ATLANTA,30328,5/12/2015,Pool closed: NO
16295,Fulton,Spalding Lake (Wading Pool),3880 SPALDING DR.,DUNWOODY,30350,5/14/2015,Pool closed: NO
16296,Fulton,Spalding Lake Swimming Pool,3880 SPALDING DR. N.E.,ATLANTA,30350,5/12/2015,Pool closed: NO
16297,Fulton,Mason Creek Townhomes,8615 ROBERTS DR.,DUNWOODY,30050,5/12/2015,Pool closed: NO
16298,Fulton,Victoria Heights Cond (Outdoor Pool),3000 SANTA FE PKWY.,SANDY SPRINGS,30350,5/12/2015,Pool closed: NO
16299,Fulton,Shadow Brook Outdoor Rec. Area Pool,245 SHADOW BROOK CT.,ROSWELL,30075,5/11/2015,Pool closed: NO
16300,Fulton,Willeo Creek at Roswell (Outdoor Pool),88 BARRINGTON OAKS RIDGE,ROSWELL,30075,5/11/2015,Pool closed: NO
16301,Fulton,Bristol Oaks (Outdoor Pool),395 LOG HOUSE CT.,ROSWELL,30075,5/11/2015,Pool closed: NO
16302,Fulton,550 Abernathy Apts.,550 ABERNATHY RD.,ATLANTA,30328,5/11/2015,Pool closed: NO
16303,Fulton,River Chase (Outdoor Pool),6260 RIVER CHASE CIR NW,ATLANTA,30328,5/11/2015,Pool closed: NO
16304,Fulton,Mount Vernon Woods (Wading Pool),6490 VERNON WOODS DR.,ATLANTA,30328,5/11/2015,Pool closed: NO
16305,Fulton,Mount Vernon Woods (Outdoor Pool),6490 VERNON WOODS DR. N.E.,ATLANTA,30328,5/11/2015,Pool closed: NO
16306,Fulton,Comfort Suites (NDJC) Inc.,3000 MANSELL RD.,ALPHARETTA,30022,5/11/2015,Pool closed: NO
16307,Fulton,Hilton Garden Inn Midtown Atlanta/Homewood Suites,"97 10TH ST, STE. A",ATLANTA,30309,5/21/2015,Pool closed: NO
16308,Fulton,Windsor at Glenridge,"5610 GLENRIDGE DR.,STE. 100",ATLANTA,30342,5/26/2015,Pool closed: NO
16309,Fulton,Chastain Terrace-Outdoor,240 FRANKLIN RD.,ATLANTA,30342,5/26/2015,Pool closed: NO
16310,Fulton,Centennial Place Phase IV (Outdoor Pool),196 HUNNICUT ST.,ATLANTA,30313,5/21/2015,Pool closed: YES
16311,Fulton,Centennial Place (Outdoor Pool),526 CENTENNIAL OLYMPIC PARK DR. DR.,ATLANTA,30313,5/21/2015,Pool closed: NO
16312,Fulton,Homewood Suites By Hilton Atlanta /Hilton Garden Inn Midtown Atlanta,"97 10TH ST, STE. B",ATLANTA,30309,5/21/2015,Pool closed: NO
16313,Fulton,Heritage Oaks Condo. (Outdoor Pool),5700 DUPREE DR NW,ATLANTA,30327,5/21/2015,Pool closed: NO
16314,Fulton,Glenridge Clubhouse,5555 HIGHPOINT RD.,ATLANTA,30347,5/21/2015,Pool closed: NO
16315,Fulton,Cross Creek Condominium (Outdoor Pool) LaRue,1221 CROSS CREEK PKWY. NW,ATLANTA,30327,5/22/2015,Pool closed: NO
16316,Fulton,Cross Creek Condominium (Outdoor Pool) Adrian,1221 CROSS CREEK PKWY. N.E.,ATLANTA,30327,5/21/2015,Pool closed: NO
16317,Fulton,Cross Creek Country Club-Outdoor,1221 CROSS CREEK PKWY. NW,ATLANTA,30327,5/22/2015,Pool closed: NO / Remarks: Chlorine 3.5
16318,Fulton,Le Chateau Apts. (Outdoor Pool),2865 LENOX RD. N.E.,ATLANTA,30324,5/22/2015,Pool closed: NO
16319,Fulton,Hampton Inn-Fairburn Pool,7790 ELLA LN.,FAIRBURN,30213,5/20/2015,Pool closed: NO
16320,Fulton,Chestnut Ridge (Outdoor Pool),7585 JUNIPER TRL.,ATLANTA,30342,5/18/2015,Pool closed: NO
16321,Fulton,Harbor Lakes Apts. (Outdoor Pool),100 HARBOR LAKES HWY.,FAIRBURN,30213,5/27/2015,Pool closed: NO
16322,Fulton,Evergreen Park,7305 ROOSEVELT HWY.,FAIRBURN,30213,5/27/2015,Pool closed: NO
16323,Fulton,Embassy Suites Atlanta Airport Swimming Pool,4700 SOUTHPORT RD.,ATLANTA,30337,5/27/2015,Pool closed: NO
16324,Fulton,Parkview Pool,5483 ROSEHALL PLZ,ATLANTA,30349,5/27/2015,Pool closed: NO
16325,Fulton,Parkview Spray Pool,5483 ROSEHALL PLZ,ATLANTA,30349,5/18/2015,Pool closed: NO
16326,Fulton,Manchester at Mansell (Pool #1),401 HUNTINGTON DR.,ROSWELL,30076,5/14/2015,Pool closed: NO
16327,Fulton,Suburban Woods (Outdoor Pool),7000 GOODSON RD.,UNION CITY,30291,5/21/2015,Pool closed: NO
16328,Fulton,Waterford Commons HOA (Wading Pool),6485 WATERFORD ST.,ATLANTA,30321,5/22/2015,Pool closed: NO
16329,Fulton,Waterford Commons HOA,6485 WATERFORD ST.,ATLANTA,30331,5/22/2015,Pool closed: NO
16330,Fulton,Saddle Creek (Outdoor Pool),1465 MID BROADWELL RD.,ALPHARETTA,30004,5/27/2015,Pool closed: NO
16331,Fulton,Evergreen Commons Apts. (Outdoor Pool),5250 HIGHWAY 138,UNION CITY,30291,5/19/2015,Pool closed: NO
16332,Fulton,Autumn Hills (Outdoor Pool),4483 FLAT SHOALS RD.,UNION CITY,30291,5/21/2015,Pool closed: NO
16333,Fulton,Creekside at Scarborough Homeowners Assoc.,4689 CREEKSIDE CV,COLLEGE PARK,30349,5/27/2015,Pool closed: NO
16334,Fulton,Crown Park (Outdoor Pool),1068 SASHA LN.,ROSWELL,30075,5/14/2015,Pool closed: NO
16335,Fulton,Bristol Oaks (Outdoor Pool),395 LOG HOUSE CT.,ROSWELL,30075,5/14/2015,Pool closed: NO
16336,Fulton,Citizen Perimeter Pool,1125 HAMMOND DR.,ATLANTA,30328,5/13/2015,Pool closed: NO
16337,Fulton,Serrano Condominiums,901 ABERNATHY RD.,ATLANTA,30328,5/13/2015,Pool closed: NO
16338,Fulton,Sonesta ES Suites,760 MOUNT VERNON HWY N.E.,ATLANTA,30328,5/13/2015,Pool closed: NO
16339,Fulton,Twelvestones Subdivision (Outdoor Pool),2055 TWELVESTONES DR.,ROSWELL,30076,5/14/2015,Pool closed: NO
16340,Fulton,Creekside at Scarborough Homeowners Assoc.,4689 CREEKSIDE CV,COLLEGE PARK,30349,5/27/2015,Pool closed: NO
16341,Fulton,Wickerberry (Outdoor Pool),365 WICKERBERRY LN.,ROSWELL,30075,5/14/2015,Pool closed: NO
16342,Fulton,Centennial Homeowners Assoc. (Outdoor Pool),495 WILLOW OAK WAY,ROSWELL,30076,5/14/2015,Pool closed: NO
16343,Fulton,Creekside at Scarborough Homeowners Assoc.,4689 CREEKSIDE CV,COLLEGE PARK,30349,5/23/2015,Pool closed: NO
16344,Fulton,Roswell Station (Outdoor Pool),100 STATION PKWY.,ROSWELL,30075,5/13/2015,Pool closed: NO
16345,Fulton,Hadfield (Outdoor Pool),185 AXWORTH CT.,ROSWELL,30075,5/13/2015,Pool closed: NO
16346,Fulton,Microtel Inn & Suites-Perimeter,6280 PEACHTREE DUNWOODY RD.,ATLANTA,30328,5/15/2015,Pool closed: NO
16347,Fulton,Residence Inn Swimming Pool,5465 WINDWARD PKWY.,ALPHARETTA,30004,5/22/2015,Pool closed: NO
16348,Fulton,Habersham Downs (Outdoor Pool),1930 WOODSTOCK RD.,ROSWELL,30075,5/18/2015,Pool closed: NO
16349,Fulton,Haynes Forest (Outdoor Pool),2685 WOODS RIDGE DR.,ALPHARETTA,30022,5/22/2015,Pool closed: NO
16350,Fulton,Dunwoody Country Club-Spray Pool,1600 DUNWOODY CLUB DR.,DUNWOODY,30350,5/18/2015,Pool closed: NO
16351,Fulton,Autumn Chace (Outdoor Pool),6058 BARFIELD RD.,ATLANTA,30328,5/18/2015,Pool closed: NO
16352,Fulton,The Marquis at Perimeter Center,57 TROWBRIDGE LAKE RD.,ATLANTA,30328,5/18/2015,Pool closed: NO
16353,Fulton,Haynes Forest (Outdoor Pool),2685 WOODS RIDGE DR.,ALPHARETTA,30022,5/22/2015,Pool closed: NO
16354,Fulton,Morningside at The Park (Outdoor Pool),4950 MORTON RD.,ALPHARETTA,30022,5/22/2015,Pool closed: NO
16355,Fulton,Fairfield Inn (Outdoor Pool),11385 HAYNES BRIDGE,ALPHARETTA,30009,5/22/2015,Pool closed: NO
16356,Fulton,Windward Place-Swimming Pool,3080 MARKET,ALPHARETTA,30005,5/22/2015,Pool closed: NO
16357,Fulton,Windward Place-Swimming Pool,3080 MARKET,ALPHARETTA,30005,5/23/2015,Pool closed: NO
16358,Fulton,Windward Place-Whirlpool,3080 MARKET PLZ,ALPHARETTA,30005,5/22/2015,Pool closed: NO
16359,Fulton,Windward Place-Whirlpool,3080 MARKET PLZ,ALPHARETTA,30005,5/23/2015,Pool closed: NO
16360,Fulton,1016 Lofts (Outdoor Pool),1016 HOWELL MILL,ATLANTA,30318,5/27/2015,Pool closed: YES
16361,Fulton,Residence Inn Swimming Pool,5465 WINDWARD PKWY.,ALPHARETTA,30004,5/23/2015,Pool closed: NO
16362,Fulton,Belmont at Park Bridge (Outdoor Pool),150 ROCKBERRY LN.,ALPHARETTA,30005,5/23/2015,Pool closed: NO
16363,Fulton,2828 Peachtree (Outdoor Pool),2828 PEACHTREE RD.,ATLANTA,30305,5/27/2015,Pool closed: NO
16364,Fulton,Ashley Auburn Pointe Apts.,357 AUBURN POINTE DR.,ATLANTA,30312,5/26/2015,Pool closed: NO
16365,Fulton,Enclave at Renaissance (Outdoor Pool),200 RENAISSANCE PKWY.,ATLANTA,30308,5/22/2015,Pool closed: NO
16366,Fulton,Stratford Apts. Whirlpool,5479 GLENRIDGE DR. N.E.,ATLANTA,30342,5/27/2015,Pool closed: YES
16367,Fulton,Stratford Apts. (Outdoor Pool),5479 GLENRIDGE DR. N.E.,ATLANTA,30342,5/27/2015,Pool closed: YES
16368,Fulton,Parklane on Peachtree,2479 PEACHTREE RD.,ATLANTA,30305,5/27/2015,Pool closed: YES
16369,Fulton,Dunwoody Country Club (Outdoor Pool),1600 DUNWOODY CLUB DR.,ATLANTA,30350,5/18/2015,Pool closed: NO
16370,Fulton,The Point at Canyon Ridge,8350 ROSWELL RD.,ATLANTA,30350,5/18/2015,Pool closed: NO
16371,Fulton,Alderwood on Abernathy Townhome Assoc. Inc),440 ALDERWOOD ST.,ATLANTA,30328,5/18/2015,Pool closed: NO
16372,Fulton,Glenridge Commons (Outdoor Pool),6391 GLENRIDGE DR NW,ATLANTA,30328,5/18/2015,Pool closed: NO
16373,Fulton,The Preserve at Dunwoody-Office Pool,8600 ROBERTS DR.,DUNWOODY,30350,5/18/2015,Pool closed: NO
16374,Fulton,River Vista Apts.,9200 ROBERTS DR.,ATLANTA,30350,5/19/2015,Pool closed: NO
16375,Fulton,Manchester at Mansell (Pool #1),401 HUNTINGTON DR.,ROSWELL,30076,5/19/2015,Pool closed: NO
16376,Fulton,Serrano Condominiums,901 ABERNATHY RD.,ATLANTA,30328,5/19/2015,Pool closed: NO
16377,Fulton,Dunwoody Square (Outdoor Pool),7750 ROSWELL RD.,ATLANTA,30350,5/19/2015,Pool closed: NO
16378,Fulton,Laurels at Overlook Park,415 MORGAN FALLS RD.,ATLANTA,30350,5/19/2015,Pool closed: NO
16379,Fulton,Mount Vernon Flats at the Perimeter,1265 MOUNT VERNON HIGHWAY,ATLANTA,30338,5/19/2015,Pool closed: NO
16380,Fulton,Centennial Ridge (Pool #1),100 CALIBRE CREEK PKWY.,ROSWELL,30076,5/19/2015,Pool closed: NO
16381,Fulton,Centennial Ridge (Pool #2),100 CALIBRE CREEK PKWY.,ROSWELL,30076,5/19/2015,Pool closed: NO
16382,Fulton,Glenridge Commons (Outdoor Pool),6391 GLENRIDGE DR NW,ATLANTA,30328,5/19/2015,Pool closed: NO
16383,Fulton,Circa 400 Apts.,501 NORTHRIDGE RD.,ATLANTA,30350,5/19/2015,Pool closed: NO
16384,Fulton,Ansley Place Apts.,100 GREYFIELD LN.,SANDY SPRINGS,30350,5/19/2015,Pool closed: NO
16385,Fulton,Edgewater at Sandy Springs (Pool #2),7600 ROSWELL,ATLANTA,30350,5/20/2015,Pool closed: NO
16386,Fulton,550 Abernathy Apts.,550 ABERNATHY RD.,ATLANTA,30328,5/20/2015,Pool closed: NO
16387,Fulton,Riverside Park Sprayground,575 RIVERSIDE DR.,ROSWELL,30075,5/15/2015,Pool closed: NO
16388,Fulton,The Spray Station Spray Pool,9000 FOUTS RD.,ROSWELL,30076,5/15/2015,Pool closed: NO
16389,Fulton,Somerset & Arbors (Outdoor Pool),5001 NORTH SOMERSET LN.,ALPHARETTA,30004,5/15/2015,Pool closed: NO
16390,Fulton,Country Place (Outdoor Pool),11700 MORRIS,ALPHARETTA,30005,5/15/2015,Pool closed: NO
16391,Fulton,Atlanta Athletic Club (Main Pool),1930 BOBBY JONES DR.,DULUTH,30097,5/18/2015,Pool closed: NO
16392,Fulton,Atlanta Athletic Club (Splash Pad),1930 BOBBY JONES DR.,DULUTH,30097,5/18/2015,Pool closed: NO
16393,Fulton,Atlanta Athletic Club (Zero Entry),1930 BOBBT JONES DR.,DULUTH,30097,5/18/2015,Pool closed: NO
16394,Fulton,Atlanta Athletic Club (Men Whirlpool),1930 BOBBY JONES DR.,JOHNS CREEK,30097,5/18/2015,Pool closed: NO
16395,Fulton,Atlanta Athletic Club (Women's Whirlpool),1930 BOBBY JONES DR.,JOHNS CREEK,30097,5/18/2015,Pool closed: NO
16396,Fulton,Roswell Creek Apts. Lower,1000 HOLCOMB BRIDGE RD.,ROSWELL,30076,5/18/2015,Pool closed: NO
16397,Fulton,Roswell Creek Apts. Upper,1000 HOLCOMB BRIDGE RD.,ROSWELL,30076,5/18/2015,Pool closed: NO
16398,Fulton,Summerhill Farm (Outdoor Pool),101 BROOK LN.,ROSWELL,30075,5/18/2015,Pool closed: NO
16399,Fulton,Aspen Pointe Apts. (Outdoor Pool),1300 GRAN CRIQUE PKWY.,ROSWELL,30076,5/18/2015,Pool closed: NO
